시각,카테고리,미디어,제목,내용,url,수정시간,감정표현,timestamp
2020.01.01. 오후 5:34,정치,매일경제,文의 남자 윤건영 구로을 출마하나,與 박영선 지역구에 투입 거론 靑 내주초 비서관급 인사 단행 문재인 대통령의 남자 로 통하는 윤건영 청와대 국정기획상황실장이 다음주 청와대를 떠날 것으로 알려졌다. 1일 여권 관계자 다수에 따르면 문 대통령은 다음주 초반에 윤 실장 교체를 포함해 청와대 비서관급에 대한 소폭 인사를 단행할 것으로 전해졌다. 윤 실장은 문 대통령 동의를 얻어 청와대를 나서 총선 출마 준비에 들어갈 전망이다. 지역구로는 박영선 중소벤처기업부 장관 지역구인 서울 구로을이 유력한 가운데 문 대통령 사저가 있는 경남 양산을 지역 출마 가능성도 여전히 거론된다. 윤 실장 외에도 비서관급 참모 일부가 청와대에서 총선행 막차 를 타고 나올지 주목된다. 당초 여당인 더불어민주당에서 차출을 요청했던 고민정 청와대 대변인은 고심 끝에 총선에 나서지 않기로 마음을 굳힌 것으로 알려졌다. 청와대가 다음주 비서관급 인사를 계기로 일부 조직 개편을 실시할지도 관심사다. 현재로선 그동안 과중했던 윤 실장 업무를 감안해 국정기획상황실에서 국정 상황·기획 업무를 분리하는 방안이 거론된다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0004492820,2020.01.01. 오후 8:45,"[10, 0, 0, 98, 0]",1612227725
2020.01.01. 오후 5:34,정치,파이낸셜뉴스,金 군사 정면돌파전 위협… 트럼프는 좋은 관계 강조 달래기북미관계 어디로,北 제재국면 장기화 기정사실화 파렴치한 미국 등 비난했지만 美 태도 따라 변화 여지는 남겨 폼페이오 金 옳은 결정하길 김정은 북한 국무위원장이 12월 31일 노동당 중앙위원회 본부청사에서 7기 5차 전원회의를 지도했다고 1일 노동신문이 보도했다. 뉴시스 김정은 북한 국무위원장이 북·미 관계에서 정면돌파전 을 선언하며 한반도 정세는 차가운 냉전에 돌입하게 될 전망이다. 집권 후 처음으로 신년사까지 건너뛴 김 위원장은 제재국면 장기화를 기정사실화하며 경제부문에는 자력경제의 혁신을 주문하고 군사적으로 새 전략무기 개발을 공식화했다. 도널드 트럼프 미국 대통령은 김정은 위원장이 약속을 지키는 사람이라고 생각한다 며 상황 관리에 나섰다. 정면돌파전 투쟁노선으로 제시 1일 조선노동당 중앙위원회 제7기 제5차 전원회의 보고를 통해 본 김정은 위원장은 미국과의 대화를 통한 제재완화 기대를 접은 것으로 보인다. 김 위원장은 미국이 2018년 싱가포르 북·미 정상회담 이후에도 전혀 변화가 없었다는 점을 거론하며 그동안의 대화는 그저 제재를 통해 북한의 힘을 소모 약화시키려는 것 이었다고 평가했다. 파렴치한 미국 정치군사적·경제적 흉계 대화타령을 횡설수설 이라는 표현을 써가며 비난을 퍼부었다. 그러면서 제시한 투쟁노선이 정면돌파전 이다. 김 위원장은 우리의 전진을 저애하는 모든 난관을 정면돌파전으로 뚫고 나가자 이것이 오늘 전 당과 전체 인민이 들고 나가야 할 투쟁구호 라고 선언했다. 특히 경제분야를 정면돌파전의 기본전선으로 지목하며 자력갱생이 구호에 그치고 실제로는 자립적 토대를 보강하지 못하고 있다고 지적했다. 경제부문을 내각 사업이자 당중앙위원회 사업 으로 규정하며 당의 개입 확대를 시사했다. 정성장 세종연구소 북한연구센터장은 북한의 새로운 정면돌파 노선 은 미국과의 비핵화 협상 포기 북·미 대립상태와 대북제재 장기화를 기정사실화하면서 핵과 미사일 능력 및 자강력을 더욱 강화하는 방향으로 나가겠다는 것 이라고 설명했다. 새 전략무기 목격하게 될 것 정면돌파전 은 정치외교와 군사분야에도 등장했다. 지난 2년간 대륙간탄도미사일 ICBM 시험발사를 중지하고 핵시험장을 폐기하는 중대조치를 취했지만 미국이 화답하기는커녕 군사·경제적 위협이 계속됐다고 주장했다. 김 위원장은 지켜주는 대방 상대방 도 없는 공약에 우리가 더 이상 일방적으로 매여있을 근거가 없어졌다 면서 이제 세상은 멀지 않아 새로운 전략무기를 목격하게 될 것 이라고 공언했다. 상황에 따라서는 ICBM 발사와 핵시험을 재개하겠다는 것으로 해석된다. 또 미국이 대조선 적대시정책을 끝까지 추구하면 한반도 비핵화는 영원이 없고 전략무기 개발을 중단 없이 계속 진행하겠다 고 밝혔다. 다만 미국의 태도에 따라 북한의 대응도 달라질 수 있다는 얘기로 해석된다. 전문가들은 아직은 대화의 창이 열려 있는 것으로 판단했다. 최강 아산정책연구원 부원장은 완전히 대화를 단절하려면 확실히 끝이라고 할 텐데 아직은 여지를 남겨둔 것 같다 면서 한 방향으로 가기엔 아직 부담스러운 상태이고 최종 결정은 2 3월 돼야 나올 것 이라고 말했다. 김용현 동국대 교수도 미국이 적극적으로 움직이면 북한도 움직일 수 있다는 신호와 적극적으로 움직이지 않으면 장기전에 돌입한다 버티기로 간다는 것을 보여준 것 이라며 두 가지를 다 이야기하면서 미국 쪽에 공을 넘긴 셈 이라고 설명했다. 트럼프 김정은 약속 지키는 사람 한편 트럼프 대통령은 김 위원장과의 좋은 관계를 강조하며 비핵화 약속 이행을 다시 한번 거론했다. 12월 31일 현지시간 트럼프 대통령은 연말 휴가를 보내고 있는 플로리다주 마러라고 리조트에서 기자들에게 우리는 싱가포르에서 비핵화에 관해 이야기하면서 계약에 서명했고 첫 문장이 비핵화였다 면서 나는 그가 약속을 지키는 사람이라고 생각한다 고 했다. 이와 함께 김 위원장이 예고했던 크리스마스 선물이 꽃병이길 바란다고 덧붙였다. 북한이 전원회의에서 새로운 전략무기를 언급한 가운데 나온 말이다. 다만 지난해 하반기 북한의 기대감을 고조시켰던 새로운 방법 류의 발언은 내놓지 않았다. 마이크 폼페이오 미국 국무장관도 같은 날 폭스뉴스 인터뷰에서 김 위원장이 옳은 결정을 하길 바란다 면서 그가 충돌과 전쟁 대신 평화와 번영을 선택하길 희망한다 고 밝혔다. 북한이 제시했던 지난해 연말 비핵화 협상시한을 별다른 성과 없이 넘긴 가운데 미국이 상황 관리에 나선 것으로 보인다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=014&aid=0004351319,,"[0, 0, 1, 13, 0]",1612227726
2020.01.01. 오후 5:33,정치,매일신문,강효상 권력 눈치보기 희생양…검찰 기소에 반박,야당 의원 희생양으로 끼워넣어 기계적 균형 맞춘 것 강효상 자유한국당 국회의원이 16일 아시아포럼21 정책토론회에 참석해 발언하고 있다. 아시아포럼21 제공 자유한국당 강효상 의원이 19일 오후 서울 여의도 국회에서 열린 의원총회에서 자료를 보고 있다. 연합뉴스 검찰이 한미정상 간 통화내용을 유출한 혐의로 강효상 자유한국당 국회의원 비례·대구 달서병 당협위원장 을 불구속 기소한 가운데 강 의원이 검찰이 여당 인사만 수사한다는 권력의 공격을 피하기 위해 야당 의원을 희생양으로 끼워넣어 기계적 균형을 맞춘 것 이라고 1일 반박 입장문을 밝혔다. 강 의원은 입장문을 통해 어제는 검찰이 파렴치한 비리종합세트인 조국을 불구속 기소한 날이자 송병기 울산시 부시장에 대한 구속영장실질심사가 있던 날이기도 했다 면서 2019년 마지막 날 저녁에 땡처리하듯 기소하면서 아무런 사전 통보나 기별도 없었다. 기소권을 남용한 검찰의 무리한 기소에 깊은 유감을 표한다 고 지적했다. 강 의원은 또 야당 국회의원의 의무는 정권을 견제하고 정권이 공개하기 꺼려하는 내용을 국민 앞에 소상히 알리는 것 이라며 헌법에서 보장된 정당한 의정 활동 이라고 강조했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=088&aid=0000627010,2020.01.01. 오후 8:53,"[4, 0, 0, 1, 1]",1612227726
2020.01.01. 오후 5:33,정치,매일경제,국회 패스트트랙 극한 대치에 기초·장애연금 지급 차질 우려,연금 수급 165만명 확대 법안 법사위는 한달넘게 못열리고 본회의는 또 필리버스터 예약 패스트트랙 신속 처리 안건 법안을 둘러싼 여야 간 극한 대치로 1월 기초연금 및 장애인연금 지급에 차질이 빚어질 가능성이 높아지고 있다. 관련 법안 처리 일정이 기약 없이 미뤄지고 있는 상황이어서 165만명에 달하는 신규 수급 대상자들이 혜택을 받지 못할 위기에 처했다. 1일 정치권에 따르면 수급 대상 확대를 골자로 한 기초연금법 및 장애인연금법 개정안이 국회 법제사법위원회에 계류 중이다. 기초연금법 개정안은 2020년부터 30만원 기초연금 지급 대상을 현행 소득 하위 20%에서 하위 40%로 확대하도록 했다. 장애인연금법 개정안 역시 2020년부터 장애인연금 30만원 기초급여 지급 대상을 현행 생계·의료급여 수급자에서 차상위계층 및 주거·교육급여 수급자로 확대하도록 했다. 보건복지부에 따르면 기초연금법 개정안으로 인해 30만원을 추가로 받게 될 사람은 163만명이다. 장애인연금을 추가로 받게 될 사람도 1만6000명으로 총 약 165만명이 추가 혜택을 기다리고 있다. 하지만 여야 간 대치로 상임위원회 일정이 모두 중단되면서 개정 법안 처리가 기약 없이 미뤄지고 있다. 법사위는 지난해 11월 29일 이후 한 달이 넘도록 법안 처리를 위한 전체회의가 열리지 못하고 있다. 법사위 소속 한 민주당 의원은 전체회의 개최를 위해 꾸준히 노력 중이지만 한국당이 의원직 총사퇴까지 선언한 상황이라 당분간은 어렵다 며 법사위원장이 민주당 소속이라면 개최를 강행해 압박하는 방법이라도 써보겠지만 지금은 불가능한 상황 이라고 전했다. 복지부에 따르면 기초연금법은 10일 전까지 장애인연금법은 8일 전까지 통과되지 않으면 지급에 차질이 생긴다. 여야가 극적 합의로 3일 전까지 원포인트 법사위를 열어 두 법안을 처리하고 6일 본회의에서 검경수사권 조정 법안에 앞서 상정해야 혼란이 생기지 않게 될 전망이다. 기한을 넘어 법안이 처리되면 미지급분에 대한 소급적용은 가능하다. 다만 소급적용에 2개월가량이 소요될 전망이다. 3일까지 법사위가 열리지 않아 기초연금법 및 장애인연금법이 6일 본회의에 회부되지 못한 채 본회의가 열리게 되면 형사소송법에 대한 필리버스터가 진행되는 3일간은 법사위도 열릴 수 없게 된다. 9일에도 검찰청법에 대한 필리버스터가 3일간 진행되면 법사위와 다음 본회의는 13일에나 열릴 수 있게 된다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0004492819,,"[0, 0, 0, 0, 0]",1612227726
2020.01.01. 오후 5:33,정치,매일경제,금태섭 다른 생각과 공감 만드는게 정치,공수처법 기권 비판에 입장 표명 고위공직자범죄수사처 공수처 설치 법안에 기권표를 던져 당내 거센 비판에 직면한 금태섭 더불어민주당 의원이 1일 정치는 다른 생각을 가진 사람들과 공감대를 만들어 갈등을 해결하는 것 이라고 밝혔다. 금 의원은 이날 언론 등에 보낸 신년 인사 문자메시지를 통해 누군가 꿈을 물어보면 존경받는 국회의원이 되고 싶습니다 라고 답한다 며 원칙을 지키면서 당면한 문제들에 유연하게 대처하는 합리적인 정치를 하겠다 고 이같이 말했다. 금 의원은 작년 12월 30일 국회 본회의에서 공수처 법안 표결 당시 민주당 의원들 가운데 유일하게 기권표를 행사했고 이후 당원 게시판에 출당 요구를 비롯해 금 의원을 겨냥한 비판 글이 다수 올라왔다. 검사 출신인 금 의원은 그동안 기권표를 행사한 이유나 자신을 향한 비판에 대해 함구했지만 이날 신년 메시지를 빌려 우회적으로 입장을 밝힌 셈이다. 민주당 총선기획단에서 활동하는 금 의원은 올해는 21대 총선이 치러지는 중요한 해로 총선기획단으로서 맡은 직책에서 최선을 다하겠다 며 민주당 집권 후반기의 추진력을 더하고 정권 재창출 기반을 마련하겠다 고 강조했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0004492818,,"[654, 2, 0, 117, 0]",1612227727
2020.01.01. 오후 5:32,정치,연합뉴스,남녘동포에 안부 전하던 김정은 올해는 남북관계 완전 침묵종합2보,1만8천자 분량 보도에서 남북관계 언급 0번…작년 10번과 대조 북미교착서 南 역할 한계 인식 반영… 대남정책 조정 가능성 열어놔 서울 연합뉴스 정빛나 기자 김정은 북한 노동당 위원장의 새해 국정운영 구상에서 남쪽을 향한 메시지가 실종 됐다. 1일 조선중앙통신에 따르면 김 위원장은 전날 노동당 7기 5차 전원회의 마지막 날 대내외 정책 전반에 대한 평가와 신년 계획을 비교적 소상히 제시했다. 하지만 1만8천자가량 되는 회의 결과 보도에서 북남 남북 관계 라는 단어는 한 번도 등장하지 않았다. 첨단전쟁장비들을 남조선에 반입하여… 라며 미국을 비난하는 과정에서 남측을 한 차례 언급하는 데 그쳤을 뿐이다. 지난해 발표한 신년사에서 북남관계 가 10번 언급된 것과 대조적이다. 특히 그는 당시 급속히 진전된 남북관계를 예로 들며 북미대화에 거는 기대감을 나타내는가 하면 남북협력·교류의 전면적 확대를 강조하며 전제조건 없는 금강산 관광·개성공단 가동 재개 의사를 내비친 바 있다. 북한 전 주민이 접하는 신년사 도입부에 우리와 마음을 같이한 남녘 겨레들… 이라며 직접 새해 안부 를 전해 주목을 받기도 했다. 9.19 평화공동선언 1주년 기념 Let s DMZ 개최 CG 연합뉴스TV 제공 그러나 올해 신년 구상을 밝히면서 대남 정책이 빠진 것은 그만큼 작년 2월 말 하노이 북미정상회담 결렬 이후 비핵화 협상이 난항인 상황에서 남측 역할의 한계 와 그에 대한 북한의 실망감이 반영된 것이라는 분석이 제기된다. 김 위원장은 남측을 직접 겨냥하지는 않았으나 미국과 그에 추종하는 적대세력들에게 계속 심대한 타격을 가할 것 이라고 우회적인 경고도 보냈다. 실제로 북한은 최근까지도 대외선전매체를 통해 남측이 좋은 합의 를 해놓고도 외세 의존 정책 탓에 남북관계 개선의 기회를 놓쳤다고 비난해왔다. 현재로선 우선적으로 북미협상 교착 국면이 해소되지 않는 한 새해에도 남북관계의 실타래도 좀처럼 풀리지 않을 것이란 관측이 지배적이다. 남북관계 주무 부처인 통일부는 이날 오후 당 전원회의 결과 보도에 대한 대변인 논평을 내고 정부는 북미 비핵화 협상의 실질적 진전과 함께 남북관계 진전을 위한 노력을 계속해 나갈 것 이라고 원론적 입장을 밝혔다. 북한이 새로운 전략무기 공개를 경고한 데 대해서는 북한이 이를 행동으로 옮길 경우 비핵화 협상과 한반도 평화정착 노력에 도움이 되지 않을 것 이라며 우려를 표명했다. 아울러 별도로 분석 자료에서는 통상 당 전원회의에서 남북관계에 대한 내용은 다루지 않는다 고 설명했다. 일각에선 북한이 남북관계에 대해서 신중히 접근하고 있는 것이라는 해석도 나온다. 국가안보전략연구원은 1일 평가 자료에서 통미봉남 通美封南 기조의 확정이라기보다는 향후 대미·대중관계 변화에 따라 대남정책 조정 가능성을 열어둔 것 이라고 분석했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011309641,2020.01.02. 오전 4:57,"[41, 10, 13, 555, 5]",1612227727
2020.01.01. 오후 5:32,정치,세계일보,文 6일 청와대 비서관 인사 단행할 듯…윤 실장 총선 출마 가능성,총선 출마 예상 비서진 교체 등 조직 재정비 국정과제 수행 매진할 듯 2020년 새해를 맞은 문재인 대통령이 이르면 오는 6일 청와대 일부 비서관 인사를 단행할 것으로 보인다. 총선 출마가 예상되는 비서진을 교체하는 등 조직을 재정비하고서 이후 국정과제 수행에 매진하겠다는 구상이다. 여권 관계자는 1일 연합뉴스와의 통화에서 내주 초 비서진 인선 및 일부 조직개편을 발표할 예정 이라며 6∼8일 사이에 하루를 검토 중이며 현재로서는 6일이 유력한 것으로 안다 고 전했다. 특히 문 대통령의 최측근으로 불리는 윤건영 국정기획상황실장이 교체 대상에 포함될 것으로 보인다. 윤 실장의 경우 청와대를 떠나 총선에 나설 것으로 예상된다. 출마지로는 박영선 중소벤처기업부 장관의 지역구인 서울 구로을이 유력하게 점쳐진다. 윤 실장 외에도 소수의 참모들이 총선 출마 여부를 막판까지 고민 중인 것으로 알려졌다. 다만 그동안 총선 출마 가능성이 거론됐던 고민정 대변인의 경우 최근 출마하지 않는 쪽으로 가닥을 잡은 것으로 전해졌다. 청와대 관계자는 고 대변인의 경우 더불어민주당의 요청을 받고서 어느 정도는 고민한 것으로 보인다 면서도 결국에는 불출마로 마음을 굳힌 것으로 보인다 고 밝혔다. 청와대 내에서는 이번 인사와 맞물려 일부 조직개편이 이뤄질 것이라는 얘기도 흘러나온다. 우선 윤 국정기획상황실장이 교체될 경우 이를 국정상황실 과 국정기획 으로 기능을 분리하는 방안이 검토되고 있다. 국정상황실을 맡을 후임으로는 신상엽 제도개혁비서관 국정기획을 맡을 후임으로는 오종식 연설기획비서관 등의 이름이 오르내린다. 이진석 정책조정비서관이 역할을 맡을 것이라는 전망도 동시에 나온다. 여기에 종교계와의 소통을 강화하기 위해 시민사회수석실 산하에 종교 담당 인력을 확보하는 방안 등 비서실 일부 개편방안도 아이디어 차원에서 거론되는 것으로 알려졌다. 또 문 대통령의 핵심 국정과제 달성을 위해 일부 분야 비서관실을 신설해야 한다는 목소리도 일각에서 제기되는 것으로 전해졌다. 다만 이번 인사 및 조직개편의 규모는 크지 않으리라는 것이 여권 관계자들의 전언이다. 지나치게 급격한 변화보다는 국정에 집중하기 위한 안정감을 확보하는 것이 우선이라는 판단이 작용한 것으로 보인다. 대신 4·15 총선 이후 문 대통령이 수석급을 포함 참모진을 대거 교체하는 과감한 인적 쇄신을 단행할 것이라는 관측이 동시에 나오고 있다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003426616,,"[0, 0, 0, 2, 1]",1612227727
2020.01.01. 오후 5:31,정치,한국경제,김정은 새 전략무기 곧 목격할 것…트럼프 金은 약속을 지키는 사람,핵·미사일 도발 재개 으름장 남북관계는 언급조차 안해 사진 연합뉴스 김정은 북한 국무위원장이 미국을 겨냥해 “세상은 머지않아 우리가 보유하게 될 새로운 전략무기를 목격할 것”이라고 엄포를 놨다. 미국의 적대 정책으로 핵과 미사일 시험을 중단할 근거가 사라진 만큼 이를 재추진하겠다는 뜻으로 해석된다. 김정은은 지난달 28일부터 나흘간 이어진 노동당 전원회의 보고 연설에서 “미국이 우리를 압살하려는 야망에는 변함이 없다”며 “지켜주는 대방 상대방 도 없는 공약에 우리가 더 이상 일방적으로 매여 있을 근거가 없어졌다”고 말했다고 조선중앙통신이 1일 보도했다. 집권 이후 지난 7년간 매년 1월 1일 육성으로 신년사를 내놓은 김정은은 올해 이례적으로 당 전원회의 보고를 신년사로 대신했다. 김정은은 미·북 비핵화 협상과 관련해 “미국이 조·미 북·미 대화를 불순한 목적 실현에 악용하는 것을 허용하지 않을 것”이라며 “미국이 적대시 정책을 추구한다면 조선반도 한반도 비핵화는 영원히 없을 것”이라고 말했다. 남북한 관계에 대해선 언급조차 없었다. 도널드 트럼프 미국 대통령은 김정은의 발언에 대해 “그와 좋은 관계다. 그는 약속을 지키는 사람이라고 생각한다”며 비핵화 이행 약속을 지킬 것을 촉구했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=015&aid=0004266601,2020.01.02. 오전 1:37,"[6, 4, 1, 80, 2]",1612227728
2020.01.01. 오후 5:31,정치,파이낸셜뉴스,대결의 길 걷나… 北 새 전략무기 경고북미관계 어디로,김정은 전원회의로 신년사 대체 충격적 실제행동으로 넘어갈것 트럼프는 金 약속지키는 사람 한반도 비핵화 시계제로 김정은 북한 국무위원장이 조선노동당 중앙위원회 7기 5차 전원회의 보고에서 새로운 전략무기를 언급하며 정면돌파를 선언했다고 노동신문이 1일 전했다. 이에 도널드 트럼프 미국 대통령은 김정은 위원장이 약속을 지키는 사람이라고 생각한다 며 상황관리에 나섰다. 북·미 간 중재자 역할을 자임했던 문재인 대통령의 입지는 더욱 좁아질 것으로 보인다. 비핵화 협상과 한반도 정세는 당분간 개선 없이 난기류가 이어질 것으로 전망된다. 왼쪽부터 문 대통령 김 위원장 트럼프 대통령. 뉴시스 김정은 북한 국무위원장이 미국을 비난하며 이제껏 인민이 당한 고통과 억제된 발전의 대가를 받아내기 위한 충격적 실제 행동에 넘어갈 것 이라고 밝혔다. 그러면서 곧 북한의 새로운 전략무기를 목격하게 될 것이라고 경고했다. 비핵화 협상시한으로 제시한 지난해 연말을 성과 없이 넘기면서 대화보다는 대결을 선택하는 모습이다. 1일 북한 노동신문에 따르면 김 위원장은 지난해 12월 28 31일 열린 조선노동당 중앙위원회 제7기 제5차 전원회의에서 비핵화 협상 과정에서 미국의 대응을 강력히 비판했다. 김 위원장은 미국의 본심은 대화와 협상의 간판을 걸어놓고 저들의 정치외교적 잇속을 차리는 동시에 제재를 유지하며 우리의 힘을 점차 소모 약화시키자는 것 이라며 대화타령을 하면서도 정치군사적 경제적 흉계를 더욱 노골화하고 있는 것이 날강도 미국의 이중적 행태 라고 말했다. 그러면서 북·미 대결구도가 자력갱생과 제재와의 대결 로 압축됐다고 규정했다. 특히 미국은 핵 문제가 아니더라도 다른 무엇을 표적으로 정하고 위협을 계속 가할 것이라며 적대세력의 제재 속에 살아가야 한다는 것을 기정사실화하고 각 방면에서 내부적 힘을 보다 강화해야 한다 고 촉구했다. 김 위원장은 우리의 전진을 저애하는 모든 난관을 정면돌파전으로 뚫고 나가자. 이것이 오늘 전 당과 전체 인민이 들고 나가야 할 투쟁구호 라며 분야별 과제를 제시했다. 외교·군사 부문에서는 지난 2년간 자신들이 대륙간탄도미사일 ICBM 과 핵시험장 폐기를 한 데 비해 미국은 약속한 합동군사훈련 중단을 지키지 않고 단독제재 조치를 취한 것을 비난했다. 이어 지켜지지 않는 공약에 더 이상 일방적으로 매여있을 근거가 없어졌고 핵 군축과 전파 방지를 위한 우리의 노력에도 찬물을 끼얹고 있다 고 했다. 지난 2018년 싱가포르 북·미 정상합의가 지켜지지 않은 것에 대한 비난으로 ICBM이나 핵실험을 재개해 위협을 가할 수 있다는 발언으로 해석된다. 한편 이날 예상됐던 김 위원장의 신년사는 나오지 않았다. 북한이 신년사를 발표하지 않은 것은 지난 1987년 이후 처음이고 김 위원장 집권 이후로도 최초다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=014&aid=0004351318,2020.01.01. 오후 7:11,"[1, 1, 0, 12, 0]",1612227728
2020.01.01. 오후 5:31,정치,매일경제,하태경 軍 제대 청년 임대주택 신청때 가점,새로운보수당 창당준비위원장인 하태경 의원이 군 제대청년 임대주택가점법 법률명 민간임대주택법·공공주택특별법 을 대표발의했다고 1일 밝혔다. 개정안은 현역·상근예비역·사회복무요원에 한해 복무를 마친 뒤 10년 이내에 임대주택을 신청하면 군 복무 가점을 받도록 하는 내용을 골자로 한다. 하 의원은 청년들이 병역 의무로 인해 1600만원의 경제적 손실을 입거나 학업·취업 등에 고충을 겪고 있다 며 주거 문제까지 겪으며 청년들이 겹겹의 고통으로 내몰리고 있다 고 발의한 취지를 설명했다. 2018년 통계청 발표에 따르면 높은 월세를 감당하지 못해 반지하·옥탑방·고시원 등을 전전하는 청년가구 만 20 40세 미만 는 69만가구에 이르는 것으로 파악된다. 물론 한국은 군 제대자에 대한 주택지원정책을 실시하고 있지만 이는 직업군인 제대자에게만 국한돼 있다. 주택 구입 시 낮은 이율로 대출 혹은 아파트 임대 지원 등을 해주는데 대다수가 2년여 단기복무자인 청년들은 국가의 주택지원정책 대상자가 아니다. 이에 하 의원은 청년 대다수가 복무하는 병역인 현역·상근예비역·사회복무요원에 대한 지원 방안을 지속적으로 내놓고 있다. 앞서 하 의원은 병역 의무를 마친 뒤 학업·취업 등에 활용하도록 병역보상금을 지급하는 법을 발의했다. 하 의원은 꾸준한 청년 세대와의 소통과 정책 입안으로 지난해 제1회 매경 YOUTH 의원 대상 을 수상하기도 했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0004492817,2020.01.01. 오후 8:45,"[24, 0, 0, 3, 0]",1612227728
2020.01.01. 오후 5:31,정치,국민일보,“시간이 얼마 없다” 한국당發 보수통합론 다시 불붙나,유승민 “아무리 늦어도 2월 초까진 전략 수립해야” 자유한국당 황교안 대표가 1일 서울 영등포 중앙당사에서 열린 2020년 신년인사회에서 인사말을 하고 있다. 김지훈 기자 패스트트랙 신속처리안건 정국에서 완패한 자유한국당이 보수통합 작업에 본격 착수하겠다고 밝혔다. 지난해 11월 황교안 대표가 보수통합을 공개 제안한 이후 국회 상황이 급박하게 돌아가면서 관련 논의는 물밑으로 가라앉은 상태였다. 통합의 방법부터 범위 공천 방식 등 실제 통합이 성사되기까지 과제가 산적해 있어 이달 말 2월 초는 돼야 통합의 윤곽이 드러날 전망이다. 황 대표는 1일 출입기자단 간담회에서 “자유민주진영의 대통합을 실현하기 위해 지난해 11월 통합추진위원회를 제안한 바 있다. 이제는 조속히 출범해야 한다”며 “지금부터 통합의 큰 문을 열고 통합 열차를 출발시키겠다”고 말했다. 통합 시점에 대해서는 “지난해에 통합이 됐으면 좋았겠지만 쉽지 않을 것이라고 말씀드렸었다. 그렇게 되면 1월까지 해보도록 노력하겠다고 했고 지금 그런 과정을 가고 있다”고 했다. 한국당이 속도전에 나선 것은 통합의 주요 과제가 될 공천 규칙에 대한 논의 때문이다. 공천관리위원회가 이달 안으로 출범하게 되는데 공천 규칙을 정한 이후 통합 논의를 진행하기는 어렵다는 판단이 작용한 것으로 보인다. 공관위원장 후보 국민 추천을 받은 한국당은 현재 위원장 추천위를 꾸려 후보 압축 작업을 하고 있다. 통합 범위에 대해서는 ‘모든 우파 정치세력’에게 열어두겠다는 방침이다. 정치권의 관심사는 안철수 전 국민의당 대표와 유승민 의원이 한국당과 통합할 것인지 여부다. 황 대표와 유 의원은 그간 몇 차례 통화하며 의견을 나눴지만 안 전 대표와는 직접적인 접촉은 없는 것으로 알려졌다. 이외에도 창당을 준비하는 이언주 이정현 무소속 의원과 친이 친이명박 ·비박 비박근혜 계 중심의 시민단체 국민통합연대와도 큰 틀의 통합 논의가 진행될 전망이다. 보수통합의 성사 여부는 결국 통합 방식이 좌우할 것으로 보인다. 한국당 안팎에서는 당 간판을 떼고 신당을 창당하는 방식으로 새로운 통합의 길을 열어야 한다는 목소리가 나온다. 유승민 새로운보수당 인재영입위원장이 1일 오전 서울 여의도 국회 의원회관에서 열린 새로운보수당 신년하례회에 참석해 발언하고 있다. 뉴시스 바른미래당 탈당 세력이 주축이 된 새로운보수당에서 인재영입위원장을 맡은 유 의원은 이날 기자들과 만나 “2년 전 결혼 국민의당과 바른정당 통합 을 잘못해서 고생을 많이 했다. 아무리 늦어도 2월 초까지는 중도보수 세력이 힘을 합쳐 통합이든 연대든 총선에서 이길 전략을 수립해야 한다”고 말했다. 이어 “일찌감치 제안한 보수재건 3원칙 위에 한국당이 동참하겠다면 대화의 문은 늘 열려 있다”고 강조했다. 보수재건 3원칙은 ‘탄핵의 강을 건너자 개혁보수로 나아가자 헌 집을 허물고 새로운 집을 짓자’는 것으로 한국당의 변화를 촉구하는 내용이다. 황 대표 본인의 거취와 비례대표 의석을 노린 위성 정당 창당 작업도 통합의 변수다. 보수통합을 위해서는 황 대표가 물러나고 비상대책위원장을 새로 세워야 한다는 목소리가 당 안팎에서 나오고 있고 당 대 당 통합에 실패하면 다른 보수정당에 정당 투표를 독려하는 방법으로 선거 연대를 할 수 있다는 계산도 할 수 있기 때문이다. 황 대표는 “어느 곳이 취약한지 어느 곳에 가면 임팩트가 있을지 등을 검토해 전략적으로 판단하고 어디든 당의 뜻을 따를 것”이라며 “‘비례한국당을 끌어달라’는 이야기가 있는데 국민과 당이 뭘 요구하느냐에 따라 판단하겠다. 필요하면 창당하겠지만 통합과 혁신의 가치를 담아낼 수 있는 방향으로 하겠다”고 말했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=005&aid=0001274053,,"[430, 1, 1, 90, 4]",1612227729
